Organization Name,Organization Name URL,Stage,Industries,Headquarters Location,Description,CB Rank (Company),Headquarters Regions,Postal Code,Diversity Spotlight,Estimated Revenue Range,Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Facebook,LinkedIn,Phone Number,Contact Email,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits,Number of Exits (IPO),Accelerator Program Type,Accelerator Application Deadline,Accelerator Duration (in weeks),Industry Groups,Number of Founders,Founders,Number of Employees,Number of Funding Rounds,Funding Status,Last Funding Date,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount (in USD),Last Funding Type,Last Equity Funding Amount,Last Equity Funding Amount Currency,Last Equity Funding Amount (in USD),Last Equity Funding Type,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Acquisitions,Acquisition Status,Transaction Name,Transaction Name URL,Acquired by,Acquired by URL,Announced Date,Announced Date Precision,Price,Price Currency,Price (in USD),Acquisition Type,Acquisition Terms,IPO Status,IPO Date,Delisted Date,Delisted Date Precision,Money Raised at IPO,Money Raised at IPO Currency,Money Raised at IPO (in USD),Valuation at IPO,Valuation at IPO Currency,Valuation at IPO (in USD),Stock Symbol,Stock Symbol URL,Stock Exchange,Trend Score (90 Days),Similar Companies,Patents Granted,Trademarks Registered,Most Popular Patent Class,Most Popular Trademark Class
Blockchainer,https://www.crunchbase.com/organization/blockchainer,,"Blockchain, Software, Transaction Processing","Amendolara, Calabria, Italy",Blockchainer is a digital transition that provides identity card of food products.,"1,052,441","European Union (EU), Europe, Middle East, and Africa (EMEA)",87071,,,Active,,,,,,,For Profit,https://www.blockchainer.it,,,+39 3396816356,blockchainer.srl@gmail.com,,,,,,,,,,,,"Blockchain and Cryptocurrency, Financial Services, Other, Payments, Software",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,5.6,8,,,,
iFarming,https://www.crunchbase.com/organization/ifarming,,"AgTech, Cloud Data Services, Farming, Sensor","Imola, Emilia-Romagna, Italy","iFarming is an AgTech company that offers weather monitoring, sensors, and agronomic consulting for different crop services.","1,058,658","European Union (EU), Europe, Middle East, and Africa (EMEA)",40026,,Less than $1M,Active,2017-09-07,day,,,,,For Profit,https://ifarming.it,https://www.facebook.com/ifarmingitalia,https://www.linkedin.com/company/ifarming-srl,39 0542 695052,info@ifarming.it,,,,,,,,,,,,"Agriculture and Farming, Hardware, Information Technology, Internet Services",,,1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,-0.1,8,,,,
Fleap,https://www.crunchbase.com/organization/fleap,,"Blockchain, Financial Services, FinTech, Software","Milan, Lombardia, Italy","Fleap is a web-based application that provides digital transformation, financial instruments, and blockchain solutions to businesses.","1,061,826","European Union (EU), Europe, Middle East, and Africa (EMEA)",20158,,,Active,2019-01-01,year,,,,,For Profit,https://fleap.io,,https://www.linkedin.com/company/sandbox-srl,,info@fleap.io,,,1,1,1,,,,,,,"Blockchain and Cryptocurrency, Financial Services, Other, Software",,,1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,-2.9,28,,,,
Axelo,https://www.crunchbase.com/organization/axelo,,3D Technology,"Austin, Texas, United States",Axelo is recognized as a premier developer of highly advanced sensing technologies.,"1,065,921",Southern US,78701,,$1M to $10M,Active,2007-11-01,month,,,,,For Profit,http://analogix.us/,https://www.facebook.com/pg/AxeloSports/about/,https://www.linkedin.com/company/axelo,512.275.6546,info@axeloinc.com,,,,,,,,,,,,"Hardware, Software",1,Pierre Touma,1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,3.5,,,,,
Exoid,https://www.crunchbase.com/organization/exoid,,"Computer, Hardware, Information Technology, News, Publishing, Software",,"Exoid is a technology website that features news, reviews, guides, and podcasts about software and hardware solutions.","1,065,589",,,,,Active,,,,,,,For Profit,http://www.exoid.com/,,,,,,,,,,,,,,,,"Consumer Electronics, Content and Publishing, Hardware, Information Technology, Media and Entertainment, Software",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,5,15,,,,
Cooabit,https://www.crunchbase.com/organization/cooabit,,"Apps, Property Management, Real Estate","Milan, Lombardia, Italy",Cooabit is a real estate platform that facilitates finding homes for rent as well as purchasing a property.,"1,076,999","European Union (EU), Europe, Middle East, and Africa (EMEA)",20154,,Less than $1M,Active,2021-01-01,year,,,,,For Profit,https://cooabit.com/,https://www.facebook.com/cooabit/,https://www.linkedin.com/company/cooabit/?lipi=urn%3Ali%3Apage%3Acompanies_company_about_index%3B6a176a06-7583-455f-b02a-5509c469439d,,info@cooabit.com,,,,,,,,,,,,"Apps, Real Estate, Software",,,1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,-1.3,14,,,,
sportwig,https://www.crunchbase.com/organization/sportwig,,"Education, Sports, Training","Milan, Lombardia, Italy",sportwig is a sports e-learning platform.,"1,082,655","European Union (EU), Europe, Middle East, and Africa (EMEA)",20045,,$1M to $10M,Active,2020-01-01,year,,,,,For Profit,https://www.sportwig.com,https://www.facebook.com/sportwig/,https://www.linkedin.com/company/sportwig/,+39 351 953 0101,info@sportwig.com,,,,,,,,,,,,"Education, Sports",1,Mirko Clemente,1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,-1.5,14,,,,
Ballerette,https://www.crunchbase.com/organization/ballerette,,"E-Commerce, Shoes, Women's","Rome, Lazio, Italy",Ballerette is an online store that provides a vast assortment of shoes and accessories for women.,"1,111,123","European Union (EU), Europe, Middle East, and Africa (EMEA)",00187,,$1M to $10M,Active,2015-01-01,year,,,,,For Profit,https://www.ballerette.com,https://www.facebook.com/balleretteofficial/,https://www.linkedin.com/company/ballerette/,+39 0669310372,customer.care@ballerette.com,,,,,,,,,,,,"Clothing and Apparel, Commerce and Shopping, Community and Lifestyle, Consumer Goods",,,11-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,4.3,9,,,,
WAFU,https://www.crunchbase.com/organization/wafu,,"E-Commerce, Food and Beverage, Organic Food","Montréal, Quebec, Canada",Good Things Happen When East Meets West.,"1,127,034",,H4C 1S7,,$500M to $1B,Active,2006-01-01,year,,,,,For Profit,https://wafu.ca,http://www.facebook.com/wafubrand,http://www.linkedin.com/company/2045300,15149081116,info@wafu.ca,,,,,,,,,,,,"Commerce and Shopping, Food and Beverage",1,Gil Michel-Garcia,1-10,3,,2013-06-08,10000,USD,10000,Venture - Series Unknown,10000,USD,10000,Venture - Series Unknown,1552000,USD,1552000,1552000,USD,1552000,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,-1.1,12,0,14,,Basic staples
D4NEXT,https://www.crunchbase.com/organization/d4next,,"Cloud Computing, PaaS, SaaS, Software","Torino, Piemonte, Italy",D4NEXT is a software vendor industry that provides SaaS and cloud-based technologies for the insurance as well as health industries.,"1,130,082","European Union (EU), Europe, Middle East, and Africa (EMEA)",10138,,$1M to $10M,Active,2020-11-01,month,,,,,For Profit,https://www.d4next.com,,https://www.linkedin.com/company/d4next-spa,,info@d4next.com,,,,,,,,,,,,"Internet Services, Software",,,11-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,0.3,12,0,0,,Scientific and electric apparatus and instruments
Corem,https://www.crunchbase.com/organization/corem,,Consulting,"Quebec, Quebec, Canada",Corem is a center of expertise and innovation in mineral processing with the largest concentration of resources dedicated to research.,"1,138,737",,G1N 1X7,,$10M to $50M,Active,1999-01-01,year,,,,,Non-profit,https://www.corem.qc.ca/,,https://www.linkedin.com/company/corem/,418 527-8211,info@corem.qc.ca,,,,,,,,,,,,Professional Services,,,101-250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,-0.8,2,6,0,Ferrous Or Non-Ferrous Alloys,
Acne Revolution,https://www.crunchbase.com/organization/acne-revolution,,"Artificial Intelligence (AI), B2C, Health Care","Naples, Campania, Italy","Acne Revolution is an Italian virtual Dermatology Clinic, vertical on Acne treatment, consisting of experienced dermatologists","1,155,804","European Union (EU), Europe, Middle East, and Africa (EMEA)",80078,,,Active,2023-11-30,day,,,,,For Profit,https://www.acnerevolution.it/,https://www.facebook.com/profile.php?id=61556783573907&locale=it_IT,https://www.linkedin.com/company/biowellae/posts/?feedView=all,,info@acnerevolution.it,,,,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Health Care, Other, Science and Engineering, Software",1,Riccardo Cassese,1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,-0.5,1,,,,
MEDai,https://www.crunchbase.com/organization/elsevier-medai,,"Analytics, Consulting, Health Care","Orlando, Florida, United States",MEDai is a predictive analytics company that analyzes healthcare.,"1,169,725","East Coast, Southern US",32811,,$10M to $50M,Closed,1988-01-01,year,2008-01-16,day,2008-01-16,day,For Profit,http://www.medai.com,,https://www.linkedin.com/company/medai,(321)281-4480,elsevier.medai@gmail.com,,,,,,,,,,,,"Data and Analytics, Health Care, Professional Services",2,"Diane Lee, Steve Epstein",51-100,,M&A,,,,,,,,,,,,,,,,,,,,Was Acquired,MEDai acquired by Elsevier,https://www.crunchbase.com/acquisition/elsevier-acquires-elsevier-medai--58d01068,Elsevier,https://www.crunchbase.com/organization/elsevier,2008-01-16,day,,,,Acquisition,,Private,,,,,,,,,,,,,-2.3,4,1,0,Computing; Calculating,
MaCh3D,https://www.crunchbase.com/organization/mach3d,,"Manufacturing, Real Time, Test and Measurement","Parma, Emilia-Romagna, Italy",MaCh3D develops platforms for material testing.,"1,171,606","European Union (EU), Europe, Middle East, and Africa (EMEA)",43123,,,Active,2018-01-01,year,,,,,For Profit,https://mach3d.it,,https://www.linkedin.com/company/mach3d,+39 0521 504400,hello@mach3d.it,,,,,,,,,,,,"Data and Analytics, Manufacturing, Other",,,1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,6,10,,,,
S2X,https://www.crunchbase.com/organization/s2x,,"Consulting, Test and Measurement","Campobasso, Molise, Italy","S2X offers engineering services, structural monitoring, vibration measurements, consulting, and collaborations.","1,177,139","European Union (EU), Europe, Middle East, and Africa (EMEA)",86100,,,Active,2012-01-01,year,,,,,For Profit,https://www.s2x.it,https://www.facebook.com/s2x.it,https://www.linkedin.com/company/s2x-s-r-l-,+39 0874 426 431,s2x@pec.it,,,,,,,,,,,,"Data and Analytics, Professional Services",,,1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,6.4,7,,,,
Purilian,https://www.crunchbase.com/organization/purilian,,"Audio, Content, Music","Florence, Toscana, Italy",Purilian develops a suitable soundtrack for business.,"1,188,638","European Union (EU), Europe, Middle East, and Africa (EMEA)",50132,,,Active,2021-01-01,year,,,,,For Profit,https://purilian.com,https://m.facebook.com/Puriliansrl/,https://www.linkedin.com/company/purilian/,,info@purilian.com,,,,,,,,,,,,"Media and Entertainment, Music and Audio",2,"Cosimo Barberi, Matteo Zarcone",1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,-1,8,,,,
Hausme,https://www.crunchbase.com/organization/hausme,,"Construction, Home Renovation, Real Estate","Latiano, Puglia, Italy",Hausme is a real estate agency that provides home renovation estimates and mortgage services.,"1,198,113","European Union (EU), Europe, Middle East, and Africa (EMEA)",72022,,$1M to $10M,Active,,,,,,,For Profit,https://www.hausme.it,https://www.facebook.com/ristrutturazionepratica,https://www.linkedin.com/company/hausmeit,,info@hausmeapp.com,,,,,,,,,,,,Real Estate,,,1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,2.5,,,,,
Creative Harbour,https://www.crunchbase.com/organization/creative-harbour,,"Recreation, Travel, Travel Accommodations","Villeneuve, Provence-Alpes-Cote d'Azur, France",Creative Harbour is a transformative ecosystem that helps people achieve their freedom and improves their lifestyle.,"1,208,678","European Union (EU), Europe, Middle East, and Africa (EMEA)",11018,,,Active,2020-01-01,year,,,,,For Profit,https://creativeharbour.io,https://www.facebook.com/creativeharbourhq,https://www.linkedin.com/company/creative-harbour,+39 334 946 0156,hello@creativeharbour.io,,,,,,,,,,,,"Sports, Travel and Tourism",3,"Alessandro Renna, Matteo Marchesano, Simone Lattanzi",1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,-2.1,10,,,,
Aenduo,https://www.crunchbase.com/organization/aenduo,,"Health Care, Health Diagnostics, Medical Device, Software","Rome, Lazio, Italy","Aenduo offers a technological solution that collects, connects and standardizes the data generated by medical devices for health assessment.","1,250,971","European Union (EU), Europe, Middle East, and Africa (EMEA)",00131,,Less than $1M,Active,2013-01-01,year,,,,,For Profit,https://www.aenduo.com,https://www.facebook.com/aenduosrl/,https://www.linkedin.com/company/aenduo-srl/,,hello@aenduo.com,,,,,,,,,,,,"Health Care, Software",,,1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,-2.1,9,0,3,,Scientific and technological services
AdPharma,https://www.crunchbase.com/organization/adpharma,,"Consumer Goods, Cosmetics, Food and Beverage, Health Care, Product Research","Kyoto, Kyoto, Japan",AdPharma is a healthcare technology company producing healthy consumer-centric goods using next-generation transdermal absorption methods.,"1,265,259",Asia-Pacific (APAC),612-8374,,,Active,2018-05-01,month,,,,,For Profit,https://adpharma.jp ,,,+81 075-611-2555,,,,,,,,,,,,,"Consumer Goods, Data and Analytics, Design, Food and Beverage, Health Care",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,3.7,12,,,,
Robosan,https://www.crunchbase.com/organization/robosan,,"Biotechnology, Hospitality, Robotics, Test and Measurement","Naples, Campania, Italy",Robosan provides automated sanitation of containers for biological samples and packaging services.,"1,266,465","European Union (EU), Europe, Middle East, and Africa (EMEA)",80131,,,Active,2020-06-01,month,,,,,For Profit,https://www.robosan.it,https://www.facebook.com/robosanIT,https://www.linkedin.com/company/robosan-it/,,info@robosan.it,,,,,,,,,,,,"Biotechnology, Data and Analytics, Hardware, Science and Engineering, Software, Travel and Tourism",1,Vittorio Trifari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,-0.4,11,,,,
HydroSolar,https://www.crunchbase.com/organization/hydrosolar,,"Recycling, Solar, Water Purification","Mori, Trentino-Alto Adige, Italy",HydroSolar designs and installs floating photovoltaic systems that offers single and double pitch solutions.,"1,285,235","European Union (EU), Europe, Middle East, and Africa (EMEA)",38065,,$1M to $10M,Active,2017-01-01,year,,,,,For Profit,https://www.hydrosolar.it,https://www.facebook.com/HydroSolar01,https://www.linkedin.com/company/hydrosolar-srl,+39 335 5653594,info@hydrosolar.it,,,,,,,,,,,,"Energy, Natural Resources, Sustainability",,,11-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,3.4,5,,,,
K3RX,https://www.crunchbase.com/organization/k3rx,,"Industrial Manufacturing, Manufacturing, Product Design","Imola, Emilia-Romagna, Italy",K3RX is an aerospace component manufacturing company that produces tiles and rocket nozzles.,"1,288,025","European Union (EU), Europe, Middle East, and Africa (EMEA)",43044,,,Active,2020-01-01,year,,,,,For Profit,https://www.k3rx.com,,https://www.linkedin.com/company/k3rx/,,info@k3rx.com,,,,,,,,,,,,"Design, Manufacturing",,,1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,5.9,13,,,,
Oloker Therapeutics,https://www.crunchbase.com/organization/oloker-therapeutics,,"Biotechnology, Commercial, Therapeutics","Milan, Lombardia, Italy",Oloker Therapeutics is a biotechnology company that offers cellular therapies to treat cardiovascular disease.,"1,296,569","European Union (EU), Europe, Middle East, and Africa (EMEA)",20138,,,Active,2021-01-01,year,,,,,For Profit,https://www.oloker.com,,https://www.linkedin.com/company/oloker-therapeutics-s-r-l/,,info@oloker.com,,,,,,,,,,,,"Biotechnology, Health Care, Other, Science and Engineering",,,1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,-0.1,11,1,0,Medical Or Veterinary Science; Hygiene,
LXR,https://www.crunchbase.com/organization/lxr-7a4a,,"3D Technology, Advertising, Augmented Reality, Virtual Reality, Web Design","London, England, United Kingdom","LXR is a creative studio that provides art, virtual reality, web design, AR, and 3D technology services for the advertising industry.","1,331,206","Europe, Middle East, and Africa (EMEA)",SW9 6DE,,,Active,2017-01-01,year,,,,,For Profit,https://www.locationxr.com,,https://www.linkedin.com/company/locationxr,+44 7584 302169,,,,,,,,,,,,,"Advertising, Design, Hardware, Sales and Marketing, Software",1,Rory Byrne,1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,-1.7,8,,,,
Visual Note,https://www.crunchbase.com/organization/visual-note,,"Apps, Electronics, Music, Musical Instruments","Milano, Lombardia, Italy",Visual Note provides guitar learning solutions.,"1,353,767","European Union (EU), Europe, Middle East, and Africa (EMEA)",20135,,,Active,2017-01-01,year,,,,,For Profit,https://visual-note.com,https://www.facebook.com/VisualNoteGuitar,,+39 02 8239 8066,info@visual-note.com,,,,,,,,,,,,"Apps, Consumer Electronics, Hardware, Media and Entertainment, Music and Audio, Software",,,1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,4,12,4,0,Education; Cryptography; Display; Advertising; Seals,
Logbot,https://www.crunchbase.com/organization/logbot,,"Business Development, Industrial Automation, Manufacturing","Padova, Veneto, Italy","Logbot is a digital machine manufacturing company that provides consumption, and performance monitoring services for clients.","1,394,947","European Union (EU), Europe, Middle East, and Africa (EMEA)",35020,,,Active,,,,,,,For Profit,https://logbot.cloud ,https://m.facebook.com/profile.php?id=100067454084877&eav=AfbmsQh-U1y2hXcG_9rac-iQkhFJXv5kgbtqCHEpxWAvQtCO7e7smpI4Sug5lBbB4J8&paipv=0&_rdr,https://www.linkedin.com/company/logbot/ ,+39 049 780 1018,info@logbot.cloud,,,,,,,,,,,,"Manufacturing, Professional Services, Science and Engineering",2,"Dino Vincoletto, Federico Davoli",1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,6.1,10,0,1,,Scientific and electric apparatus and instruments
MyAEDES,https://www.crunchbase.com/organization/myaedes,,"Cloud Management, Information and Communications Technology (ICT), Information Technology, Software","Naples, Campania, Italy",MyAEDES is a software firm that builds cloud-based project management tools for organizing and planning construction sites.,"1,406,753","European Union (EU), Europe, Middle East, and Africa (EMEA)",80133,,$1M to $10M,Active,2019-01-01,year,,,,,For Profit,https://www.myaedes.com/,https://www.facebook.com/myaedescom,https://www.linkedin.com/company/myaedes/,+39 350 033 4232,info@myaedes.com,,,,,,,,,,,,"Information Technology, Internet Services, Software",,,1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,-2.1,6,,,,
Liqex,https://www.crunchbase.com/organization/liqex,,"B2B, Banking, Financial Services, FinTech, Information Technology","Catania, Sicilia, Italy",Streamlining B2B with integrated tools for growth & efficient communication,"1,417,602","European Union (EU), Europe, Middle East, and Africa (EMEA)",95129,,,Active,2021-02-05,day,,,,,For Profit,https://www.liqex.eu ,,https://www.linkedin.com/company/liqex/ ,,emanuelemartinopodo@liqex.eu,,,,,,,,,,,,"Financial Services, Information Technology, Lending and Investments, Other",,,1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,-0.9,10,,,,
Spacewear,https://www.crunchbase.com/organization/spacewear,,"Aerospace, Manufacturing, Product Research, Textiles","Fano, Marche, Italy",Spacewear designs and manufactures aerospace wearable intravehicular suit.,"1,424,417","European Union (EU), Europe, Middle East, and Africa (EMEA)",61032,,,Active,,,,,,,For Profit,https://spacewear.it,https://www.facebook.com/spacewearofficialbrand,,,info@spacewear.it,,,,,,,,,,,,"Data and Analytics, Design, Manufacturing, Science and Engineering",,,1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,6.7,7,,,,
Geen Holding,https://www.crunchbase.com/organization/geen-holding,,"Construction, Energy, Energy Management, Hydroelectric","Prague, Hlavni mesto Praha, Czech Republic","Geen Holding offers hydropower plant construction, leasing, chemical production, energy investment, and energy engineering services.","1,434,091","European Union (EU), Europe, Middle East, and Africa (EMEA)",110 00,,Less than $1M,Active,2009-01-01,year,,,,,For Profit,https://www.geen.eu/,,https://www.linkedin.com/company/geen-holding/,+420-51-111-1950,geen@geen.eu,,,,,,,,,,,,"Energy, Real Estate, Sustainability",,,101-250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,2.8,8,,,,
